Temporada,Rodada,Mandante,Visitante,Mandante Placar,Visitante Placar
2017,21,Corinthians,Vitória,0,1
2017,21,Flamengo,Atlético-GO,2,0
2017,21,Grêmio,Athletico-PR,0,0
2017,21,Cruzeiro,Sport,2,0
2017,21,Bahia,Vasco,3,0
2017,21,Ponte Preta,Botafogo,2,1
2017,21,Avaí,São Paulo,1,1
2017,21,Palmeiras,Chapecoense,0,2
2017,21,Coritiba,Santos,0,0
2017,21,Fluminense,Atlético-MG,2,1
2017,22,Fluminense,Vasco,0,1
2017,22,Corinthians,Atlético-GO,0,1
2017,22,Flamengo,Athletico-PR,2,0
2017,22,Palmeiras,São Paulo,4,2
2017,22,Bahia,Botafogo,1,2
2017,22,Ponte Preta,Atlético-MG,1,2
2017,22,Cruzeiro,Santos,1,1
2017,22,Avaí,Chapecoense,1,0
2017,22,Coritiba,Vitória,0,1
2017,22,Grêmio,Sport,5,0
2017,23,Atlético-MG,Palmeiras,1,1
2017,23,Vasco,Grêmio,1,0
2017,23,São Paulo,Ponte Preta,2,2
2017,23,Athletico-PR,Coritiba,1,1
2017,23,Santos,Corinthians,2,0
2017,23,Sport,Avaí,0,1
2017,23,Vitória,Fluminense,2,2
2017,23,Botafogo,Flamengo,2,0
2017,23,Chapecoense,Cruzeiro,1,2
2017,23,Atlético-GO,Bahia,1,1
2017,24,Botafogo,Santos,2,0
2017,24,Ponte Preta,Atlético-GO,1,3
2017,24,Avaí,Atlético-MG,1,1
2017,24,Flamengo,Sport,2,0
2017,24,Corinthians,Vasco,1,0
2017,24,Athletico-PR,Fluminense,3,1
2017,24,Grêmio,Chapecoense,0,1
2017,24,Vitória,São Paulo,1,2
2017,24,Cruzeiro,Bahia,1,0
2017,24,Palmeiras,Coritiba,1,0
2017,25,Flamengo,Avaí,1,1
2017,25,Santos,Athletico-PR,1,0
2017,25,São Paulo,Corinthians,1,1
2017,25,Fluminense,Palmeiras,0,1
2017,25,Coritiba,Botafogo,2,3
2017,25,Atlético-GO,Cruzeiro,1,2
2017,25,Chapecoense,Ponte Preta,1,0
2017,25,Atlético-MG,Vitória,1,3
2017,25,Bahia,Grêmio,1,0
2017,25,Sport,Vasco,1,1
2017,26,Vasco,Chapecoense,1,1
2017,26,Bahia,Coritiba,1,1
2017,26,Palmeiras,Santos,0,1
2017,26,Botafogo,Vitória,2,3
2017,26,São Paulo,Sport,1,0
2017,26,Cruzeiro,Corinthians,1,1
2017,26,Grêmio,Fluminense,1,0
2017,26,Avaí,Atlético-GO,0,2
2017,26,Athletico-PR,Atlético-MG,0,2
2017,26,Ponte Preta,Flamengo,1,0
2017,27,Botafogo,Chapecoense,2,1
2017,27,Athletico-PR,Atlético-GO,2,2
2017,27,Corinthians,Coritiba,3,1
2017,27,Atlético-MG,São Paulo,1,0
2017,27,Grêmio,Cruzeiro,0,1
2017,27,Avaí,Vasco,1,2
2017,27,Flamengo,Fluminense,1,1
2017,27,Vitória,Sport,1,2
2017,27,Ponte Preta,Santos,1,1
2017,27,Palmeiras,Bahia,2,2
2017,28,Cruzeiro,Ponte Preta,2,1
2017,28,Vasco,Botafogo,1,0
2017,28,São Paulo,Athletico-PR,2,1
2017,28,Fluminense,Avaí,1,0
2017,28,Sport,Atlético-MG,1,1
2017,28,Atlético-GO,Palmeiras,1,3
2017,28,Chapecoense,Flamengo,0,1
2017,28,Coritiba,Grêmio,0,1
2017,28,Bahia,Corinthians,2,0
2017,28,Santos,Vitória,2,2
2017,29,Coritiba,Cruzeiro,1,0
2017,29,Atlético-GO,Vasco,0,1
2017,29,Atlético-MG,Chapecoense,2,3
2017,29,Fluminense,São Paulo,3,1
2017,29,Corinthians,Grêmio,0,0
2017,29,Avaí,Botafogo,1,1
2017,29,Palmeiras,Ponte Preta,2,0
2017,29,Vitória,Athletico-PR,2,3
2017,29,Flamengo,Bahia,4,1
2017,29,Sport,Santos,1,1
2017,30,Vasco,Coritiba,1,1
2017,30,Santos,Atlético-GO,1,0
2017,30,São Paulo,Flamengo,2,0
2017,30,Cruzeiro,Atlético-MG,1,3
2017,30,Athletico-PR,Sport,2,1
2017,30,Grêmio,Palmeiras,1,3
2017,30,Bahia,Vitória,2,1
2017,30,Ponte Preta,Avaí,1,2
2017,30,Chapecoense,Fluminense,2,0
2017,30,Botafogo,Corinthians,2,1
2017,31,São Paulo,Santos,2,1
2017,31,Flamengo,Vasco,0,0
2017,31,Athletico-PR,Chapecoense,0,0
2017,31,Fluminense,Bahia,1,1
2017,31,Atlético-MG,Botafogo,0,0
2017,31,Ponte Preta,Corinthians,1,0
2017,31,Sport,Coritiba,3,4
2017,31,Vitória,Atlético-GO,1,1
2017,31,Avaí,Grêmio,2,2
2017,31,Palmeiras,Cruzeiro,2,2
2017,32,Santos,Atlético-MG,3,1
2017,32,Botafogo,Fluminense,1,2
2017,32,Atlético-GO,São Paulo,0,1
2017,32,Coritiba,Avaí,4,0
2017,32,Corinthians,Palmeiras,3,2
2017,32,Cruzeiro,Athletico-PR,1,0
2017,32,Grêmio,Flamengo,3,1
2017,32,Bahia,Ponte Preta,2,0
2017,32,Vasco,Vitória,1,1
2017,32,Chapecoense,Sport,1,1
2017,33,Ponte Preta,Grêmio,0,1
2017,33,Avaí,Bahia,1,2
2017,33,Athletico-PR,Corinthians,0,1
2017,33,Sport,Botafogo,1,2
2017,33,Flamengo,Cruzeiro,2,0
2017,33,Santos,Vasco,1,2
2017,33,Vitória,Palmeiras,3,1
2017,33,São Paulo,Chapecoense,2,2
2017,33,Atlético-MG,Atlético-GO,3,2
2017,33,Fluminense,Coritiba,2,2
2017,34,Botafogo,Athletico-PR,0,1
2017,34,Corinthians,Avaí,1,0
2017,34,Vasco,São Paulo,1,1
2017,34,Palmeiras,Flamengo,2,0
2017,34,Grêmio,Vitória,1,1
2017,34,Atlético-GO,Sport,2,0
2017,34,Bahia,Atlético-MG,2,2
2017,34,Cruzeiro,Fluminense,3,1
2017,34,Coritiba,Ponte Preta,1,1
2017,34,Chapecoense,Santos,2,0
2017,35,Ponte Preta,Athletico-PR,2,1
2017,35,Cruzeiro,Avaí,2,2
2017,35,Grêmio,São Paulo,1,0
2017,35,Vasco,Atlético-MG,1,1
2017,35,Corinthians,Fluminense,3,1
2017,35,Botafogo,Atlético-GO,1,2
2017,35,Palmeiras,Sport,5,1
2017,35,Chapecoense,Vitória,2,1
2017,35,Coritiba,Flamengo,1,0
2017,35,Bahia,Santos,3,1
2017,36,Flamengo,Corinthians,3,0
2017,36,São Paulo,Botafogo,0,0
2017,36,Sport,Bahia,1,0
2017,36,Vitória,Cruzeiro,1,1
2017,36,Atlético-GO,Chapecoense,1,1
2017,36,Santos,Grêmio,1,0
2017,36,Atlético-MG,Coritiba,3,0
2017,36,Athletico-PR,Vasco,3,1
2017,36,Fluminense,Ponte Preta,2,0
2017,36,Avaí,Palmeiras,2,1
2017,37,Fluminense,Sport,1,2
2017,37,Corinthians,Atlético-MG,2,2
2017,37,Cruzeiro,Vasco,0,1
2017,37,Coritiba,São Paulo,1,2
2017,37,Grêmio,Atlético-GO,1,1
2017,37,Ponte Preta,Vitória,2,3
2017,37,Avaí,Athletico-PR,1,0
2017,37,Flamengo,Santos,1,2
2017,37,Bahia,Chapecoense,0,1
2017,37,Palmeiras,Botafogo,2,0
2017,38,Botafogo,Cruzeiro,2,2
2017,38,Vasco,Ponte Preta,2,1
2017,38,Santos,Avaí,1,1
2017,38,São Paulo,Bahia,1,1
2017,38,Atlético-MG,Grêmio,4,3
2017,38,Athletico-PR,Palmeiras,3,0
2017,38,Sport,Corinthians,1,0
2017,38,Vitória,Flamengo,1,2
2017,38,Atlético-GO,Fluminense,1,1
2017,38,Chapecoense,Coritiba,2,1
2018,1,Cruzeiro,Grêmio,0,1
2018,1,Vitória,Flamengo,2,2
2018,1,Santos,Ceará,2,0
2018,1,América-MG,Sport,3,0
2018,1,Vasco,Atlético-MG,2,1
2018,1,Corinthians,Fluminense,2,1
2018,1,Internacional,Bahia,2,0
2018,1,Athletico-PR,Chapecoense,5,1
2018,1,Botafogo,Palmeiras,1,1
2018,1,São Paulo,Paraná,1,0
2018,2,Bahia,Santos,1,0
2018,2,Flamengo,América-MG,2,0
2018,2,Paraná,Corinthians,0,4
2018,2,Atlético-MG,Vitória,2,1
2018,2,Chapecoense,Vasco,1,1
2018,2,Fluminense,Cruzeiro,1,0
2018,2,Ceará,São Paulo,0,0
2018,2,Palmeiras,Internacional,1,0
2018,2,Grêmio,Athletico-PR,0,0
2018,2,Sport,Botafogo,1,1
2018,3,Botafogo,Grêmio,2,1
2018,3,Atlético-MG,Corinthians,1,0
2018,3,Paraná,Sport,1,2
2018,3,Bahia,Athletico-PR,0,0
2018,3,Fluminense,São Paulo,1,1
2018,3,Ceará,Flamengo,0,3
2018,3,Palmeiras,Chapecoense,0,0
2018,3,Internacional,Cruzeiro,0,0
2018,3,América-MG,Vitória,2,1
2018,3,Santos,Vasco,1,1
2018,4,Vasco,América-MG,4,1
2018,4,São Paulo,Atlético-MG,2,2
2018,4,Corinthians,Ceará,1,1
2018,4,Cruzeiro,Botafogo,1,0
2018,4,Athletico-PR,Palmeiras,1,3
2018,4,Vitória,Fluminense,1,2
2018,4,Flamengo,Internacional,2,0
2018,4,Sport,Bahia,2,0
2018,4,Grêmio,Santos,5,1
2018,4,Chapecoense,Paraná,1,1
2018,5,Grêmio,Internacional,0,0
2018,5,Cruzeiro,Sport,2,0
2018,5,Athletico-PR,Atlético-MG,1,2
2018,5,Chapecoense,Flamengo,3,2
2018,5,Bahia,São Paulo,2,2
2018,5,Vasco,Vitória,2,3
2018,5,Corinthians,Palmeiras,1,0
2018,5,Santos,Paraná,3,1
2018,5,Botafogo,Fluminense,2,1
2018,5,Ceará,América-MG,2,2
2018,6,Atlético-MG,Cruzeiro,1,0
2018,6,Flamengo,Vasco,1,1
2018,6,Palmeiras,Bahia,3,0
2018,6,Vitória,Ceará,2,1
2018,6,Paraná,Grêmio,0,0
2018,6,América-MG,Botafogo,1,0
2018,6,São Paulo,Santos,1,0
2018,6,Sport,Corinthians,1,1
2018,6,Fluminense,Athletico-PR,2,0
2018,6,Internacional,Chapecoense,3,0
2018,7,Fluminense,Chapecoense,3,1
2018,7,Palmeiras,Sport,2,3
2018,7,Atlético-MG,Flamengo,0,1
2018,7,Paraná,Athletico-PR,0,0
2018,7,Bahia,Vasco,3,0
2018,7,Botafogo,Vitória,1,1
2018,7,Santos,Cruzeiro,0,1
2018,7,Internacional,Corinthians,2,1
2018,7,América-MG,São Paulo,1,3
2018,7,Ceará,Grêmio,0,1
2018,8,Vitória,Internacional,2,3
2018,8,Vasco,Paraná,1,0
2018,8,Sport,Atlético-MG,3,2
2018,8,Chapecoense,Ceará,2,0
2018,8,São Paulo,Botafogo,3,2
2018,8,Cruzeiro,Palmeiras,1,0
2018,8,Grêmio,Fluminense,0,0
2018,8,Flamengo,Bahia,2,0
2018,8,Corinthians,América-MG,1,0
2018,8,Athletico-PR,Santos,2,0
2018,9,Atlético-MG,Chapecoense,3,3
2018,9,Internacional,Sport,0,0
2018,9,Vasco,Botafogo,1,2
2018,9,Palmeiras,São Paulo,3,1
2018,9,América-MG,Athletico-PR,3,1
2018,9,Bahia,Grêmio,0,2
2018,9,Flamengo,Corinthians,1,0
2018,9,Santos,Vitória,5,2
2018,9,Ceará,Cruzeiro,0,1
2018,9,Paraná,Fluminense,2,1
2018,10,São Paulo,Internacional,0,0
2018,10,Vitória,Chapecoense,1,0
2018,10,Botafogo,Ceará,0,0
2018,10,Sport,Athletico-PR,1,0
2018,10,Corinthians,Santos,1,1
2018,10,Cruzeiro,Vasco,1,1
2018,10,Grêmio,Palmeiras,0,2
2018,10,Paraná,Bahia,1,0
2018,10,Fluminense,Flamengo,0,2
2018,10,América-MG,Atlético-MG,1,3
2018,11,Athletico-PR,São Paulo,0,1
2018,11,Chapecoense,Cruzeiro,2,0
2018,11,Vasco,Sport,3,2
2018,11,Corinthians,Vitória,0,0
2018,11,Atlético-MG,Fluminense,5,2
2018,11,Bahia,Botafogo,3,3
2018,11,Ceará,Palmeiras,2,2
2018,11,Grêmio,América-MG,1,0
2018,11,Flamengo,Paraná,2,0
2018,11,Santos,Internacional,1,2
2018,12,São Paulo,Vitória,3,0
2018,12,América-MG,Chapecoense,0,0
2018,12,Fluminense,Santos,0,1
2018,12,Paraná,Cruzeiro,1,1
2018,12,Sport,Grêmio,0,0
2018,12,Botafogo,Athletico-PR,2,0
2018,12,Palmeiras,Flamengo,1,1
2018,12,Atlético-MG,Ceará,2,1
2018,12,Bahia,Corinthians,1,0
2018,12,Internacional,Vasco,3,1
2018,13,Ceará,Sport,1,0
2018,13,Vitória,Paraná,1,0
2018,13,Flamengo,São Paulo,0,1
2018,13,Corinthians,Botafogo,2,0
2018,13,Grêmio,Atlético-MG,2,0
2018,13,Cruzeiro,América-MG,3,1
2018,13,Chapecoense,Bahia,1,1
2018,13,Vasco,Fluminense,1,1
2018,13,Santos,Palmeiras,1,1
2018,13,Athletico-PR,Internacional,2,2
2018,14,Flamengo,Botafogo,2,0
2018,14,São Paulo,Corinthians,3,1
2018,14,Paraná,América-MG,1,0
2018,14,Bahia,Vitória,4,1
2018,14,Vasco,Grêmio,1,0
2018,14,Sport,Fluminense,1,2
2018,14,Palmeiras,Atlético-MG,3,2
2018,14,Cruzeiro,Athletico-PR,2,1
2018,14,Chapecoense,Santos,0,0
2018,14,Internacional,Ceará,1,0
2018,15,Fluminense,Palmeiras,1,0
2018,15,Atlético-MG,Paraná,2,0
2018,15,Santos,Flamengo,1,1
2018,15,Corinthians,Cruzeiro,2,0
2018,15,Vitória,Sport,1,0
2018,15,Botafogo,Chapecoense,1,0
2018,15,Grêmio,São Paulo,2,1
2018,15,América-MG,Internacional,2,1
2018,15,Athletico-PR,Vasco,1,0
2018,15,Ceará,Bahia,0,2
2018,16,Ceará,Fluminense,1,0
2018,16,Vasco,Corinthians,1,4
2018,16,Palmeiras,Paraná,3,0
2018,16,Cruzeiro,São Paulo,0,2
2018,16,Athletico-PR,Vitória,4,0
2018,16,Flamengo,Sport,4,1
2018,16,Internacional,Botafogo,3,0
2018,16,Chapecoense,Grêmio,1,1
2018,16,Santos,América-MG,0,1
2018,16,Bahia,Atlético-MG,2,2
2018,17,Botafogo,Santos,0,0
2018,17,Grêmio,Flamengo,2,0
2018,17,Corinthians,Athletico-PR,0,0
2018,17,Paraná,Ceará,0,1
2018,17,América-MG,Palmeiras,0,0
2018,17,Vitória,Cruzeiro,1,1
2018,17,São Paulo,Vasco,2,1
2018,17,Fluminense,Bahia,1,1
2018,17,Sport,Chapecoense,1,1
2018,17,Atlético-MG,Internacional,0,1
2018,18,Ceará,Athletico-PR,0,0
2018,18,Bahia,América-MG,1,0
2018,18,Atlético-MG,Santos,3,1
2018,18,Paraná,Botafogo,1,1
2018,18,Chapecoense,Corinthians,2,1
2018,18,Flamengo,Cruzeiro,1,0
2018,18,Sport,São Paulo,1,3
2018,18,Palmeiras,Vasco,1,0
2018,18,Grêmio,Vitória,4,0
2018,18,Fluminense,Internacional,0,3
2018,19,Santos,Sport,3,0
2018,19,Corinthians,Grêmio,0,1
2018,19,Athletico-PR,Flamengo,3,0
2018,19,Internacional,Paraná,1,0
2018,19,Cruzeiro,Bahia,1,1
2018,19,Vitória,Palmeiras,0,3
2018,19,Botafogo,Atlético-MG,0,3
2018,19,América-MG,Fluminense,0,0
2018,19,São Paulo,Chapecoense,2,0
2018,19,Vasco,Ceará,1,1
2018,20,Ceará,Santos,1,1
2018,20,Paraná,São Paulo,1,1
2018,20,Bahia,Internacional,0,1
2018,20,Sport,América-MG,0,2
2018,20,Palmeiras,Botafogo,2,0
2018,20,Fluminense,Corinthians,1,0
2018,20,Grêmio,Cruzeiro,1,1
2018,20,Flamengo,Vitória,1,0
2018,20,Atlético-MG,Vasco,0,0
2018,20,Chapecoense,Athletico-PR,2,1
2018,21,Santos,Bahia,2,0
2018,21,Athletico-PR,Grêmio,2,1
2018,21,Corinthians,Paraná,1,0
2018,21,Cruzeiro,Fluminense,2,1
2018,21,Botafogo,Sport,2,0
2018,21,São Paulo,Ceará,1,0
2018,21,América-MG,Flamengo,2,2
2018,21,Vitória,Atlético-MG,1,0
2018,21,Internacional,Palmeiras,0,0
2018,21,Vasco,Chapecoense,3,1
2018,22,Vitória,América-MG,1,0
2018,22,Grêmio,Botafogo,4,0
2018,22,Vasco,Santos,0,3
2018,22,Corinthians,Atlético-MG,1,1
2018,22,Flamengo,Ceará,0,1
2018,22,Athletico-PR,Bahia,2,0
2018,22,São Paulo,Fluminense,1,1
2018,22,Sport,Paraná,1,0
2018,22,Cruzeiro,Internacional,0,0
2018,22,Chapecoense,Palmeiras,1,2
2018,23,Bahia,Sport,2,0
2018,23,Botafogo,Cruzeiro,1,1
2018,23,Ceará,Corinthians,2,1
2018,23,Paraná,Chapecoense,1,1
2018,23,Palmeiras,Athletico-PR,2,0
2018,23,Atlético-MG,São Paulo,1,0
2018,23,Internacional,Flamengo,2,1
2018,23,Fluminense,Vitória,0,0
2018,23,Santos,Grêmio,0,0
2018,23,América-MG,Vasco,2,1
2018,24,Sport,Cruzeiro,0,0
2018,24,São Paulo,Bahia,1,0
2018,24,Flamengo,Chapecoense,2,0
2018,24,América-MG,Ceará,0,0
2018,24,Fluminense,Botafogo,1,0
2018,24,Palmeiras,Corinthians,1,0
2018,24,Internacional,Grêmio,1,0
2018,24,Paraná,Santos,0,2
2018,24,Vitória,Vasco,1,0
2018,24,Atlético-MG,Athletico-PR,3,1
2018,25,Ceará,Vitória,2,0
2018,25,Grêmio,Paraná,2,0
2018,25,Vasco,Flamengo,1,1
2018,25,Botafogo,América-MG,1,0
2018,25,Cruzeiro,Atlético-MG,0,0
2018,25,Athletico-PR,Fluminense,3,1
2018,25,Bahia,Palmeiras,1,1
2018,25,Santos,São Paulo,0,0
2018,25,Corinthians,Sport,2,1
2018,25,Chapecoense,Internacional,2,1
2018,26,São Paulo,América-MG,1,1
2018,26,Grêmio,Ceará,3,2
2018,26,Athletico-PR,Paraná,3,0
2018,26,Flamengo,Atlético-MG,2,1
2018,26,Corinthians,Internacional,1,1
2018,26,Vitória,Botafogo,3,4
2018,26,Sport,Palmeiras,0,1
2018,26,Cruzeiro,Santos,2,1
2018,26,Chapecoense,Fluminense,1,2
2018,26,Vasco,Bahia,2,1
2018,27,Fluminense,Grêmio,0,1
2018,27,América-MG,Corinthians,0,0
2018,27,Bahia,Flamengo,0,0
2018,27,Palmeiras,Cruzeiro,3,1
2018,27,Atlético-MG,Sport,5,2
2018,27,Botafogo,São Paulo,2,2
2018,27,Santos,Athletico-PR,1,0
2018,27,Internacional,Vitória,2,1
2018,27,Ceará,Chapecoense,3,1
2018,27,Paraná,Vasco,1,1
2018,28,Sport,Internacional,2,1
2018,28,Corinthians,Flamengo,0,3
2018,28,Vitória,Santos,0,1
2018,28,Athletico-PR,América-MG,4,0
2018,28,Chapecoense,Atlético-MG,1,0
2018,28,São Paulo,Palmeiras,0,2
2018,28,Grêmio,Bahia,2,2
2018,28,Fluminense,Paraná,4,0
2018,28,Botafogo,Vasco,1,1
2018,28,Cruzeiro,Ceará,0,2
2018,29,Flamengo,Fluminense,3,0
2018,29,Santos,Corinthians,1,0
2018,29,Bahia,Paraná,2,0
2018,29,Chapecoense,Vitória,0,1
2018,29,Vasco,Cruzeiro,2,0
2018,29,Palmeiras,Grêmio,2,0
2018,29,Internacional,São Paulo,3,1
2018,29,Atlético-MG,América-MG,0,0
2018,29,Athletico-PR,Sport,4,0
2018,29,Ceará,Botafogo,0,0
2018,30,América-MG,Grêmio,1,1
2018,30,Botafogo,Bahia,0,1
2018,30,São Paulo,Athletico-PR,0,0
2018,30,Sport,Vasco,2,1
2018,30,Vitória,Corinthians,2,2
2018,30,Fluminense,Atlético-MG,1,0
2018,30,Palmeiras,Ceará,2,1
2018,30,Cruzeiro,Chapecoense,3,0
2018,30,Paraná,Flamengo,0,4
2018,30,Internacional,Santos,2,2
2018,31,Vitória,São Paulo,0,1
2018,31,Vasco,Internacional,1,1
2018,31,Santos,Fluminense,3,0
2018,31,Grêmio,Sport,3,4
2018,31,Chapecoense,América-MG,1,0
2018,31,Flamengo,Palmeiras,1,1
2018,31,Corinthians,Bahia,2,1
2018,31,Cruzeiro,Paraná,3,1
2018,31,Athletico-PR,Botafogo,2,1
2018,31,Ceará,Atlético-MG,2,1
2018,32,Atlético-MG,Grêmio,0,1
2018,32,Fluminense,Vasco,0,1
2018,32,Palmeiras,Santos,3,2
2018,32,Paraná,Vitória,1,1
2018,32,América-MG,Cruzeiro,1,2
2018,32,Botafogo,Corinthians,1,0
2018,32,São Paulo,Flamengo,2,2
2018,32,Bahia,Chapecoense,1,0
2018,32,Internacional,Athletico-PR,2,1
2018,32,Sport,Ceará,1,0
2018,33,América-MG,Paraná,0,1
2018,33,Corinthians,São Paulo,1,1
2018,33,Athletico-PR,Cruzeiro,2,0
2018,33,Botafogo,Flamengo,2,1
2018,33,Atlético-MG,Palmeiras,1,1
2018,33,Vitória,Bahia,2,2
2018,33,Ceará,Internacional,1,1
2018,33,Grêmio,Vasco,2,1
2018,33,Fluminense,Sport,0,0
2018,33,Santos,Chapecoense,0,1
2018,34,Vasco,Athletico-PR,1,1
2018,34,Paraná,Atlético-MG,0,1
2018,34,Bahia,Ceará,2,1
2018,34,Cruzeiro,Corinthians,1,0
2018,34,Sport,Vitória,0,0
2018,34,Palmeiras,Fluminense,3,0
2018,34,Chapecoense,Botafogo,0,1
2018,34,Flamengo,Santos,1,0
2018,34,São Paulo,Grêmio,1,1
2018,34,Internacional,América-MG,2,0
2018,35,Vitória,Athletico-PR,1,2
2018,35,Corinthians,Vasco,1,0
2018,35,Atlético-MG,Bahia,1,0
2018,35,Paraná,Palmeiras,1,1
2018,35,América-MG,Santos,2,1
2018,35,Botafogo,Internacional,1,0
2018,35,Sport,Flamengo,0,1
2018,35,São Paulo,Cruzeiro,1,0
2018,35,Grêmio,Chapecoense,2,0
2018,35,Fluminense,Ceará,0,0
2018,36,Internacional,Atlético-MG,1,2
2018,36,Santos,Botafogo,1,1
2018,36,Cruzeiro,Vitória,3,0
2018,36,Athletico-PR,Corinthians,1,0
2018,36,Flamengo,Grêmio,2,0
2018,36,Palmeiras,América-MG,4,0
2018,36,Vasco,São Paulo,2,0
2018,36,Chapecoense,Sport,2,1
2018,36,Bahia,Fluminense,2,0
2018,36,Ceará,Paraná,1,0
2018,37,Santos,Atlético-MG,3,2
2018,37,Cruzeiro,Flamengo,0,2
2018,37,Athletico-PR,Ceará,2,2
2018,37,Vitória,Grêmio,0,0
2018,37,Vasco,Palmeiras,0,1
2018,37,América-MG,Bahia,1,0
2018,37,Corinthians,Chapecoense,0,0
2018,37,Internacional,Fluminense,2,0
2018,37,Botafogo,Paraná,2,1
2018,37,São Paulo,Sport,0,0
2018,38,Atlético-MG,Botafogo,1,0
2018,38,Flamengo,Athletico-PR,1,2
2018,38,Paraná,Internacional,1,1
2018,38,Chapecoense,São Paulo,1,0
2018,38,Bahia,Cruzeiro,0,0
2018,38,Fluminense,América-MG,1,0
2018,38,Ceará,Vasco,0,0
2018,38,Sport,Santos,2,1
2018,38,Palmeiras,Vitória,3,2
2018,38,Grêmio,Corinthians,1,0
2019,1,São Paulo,Botafogo,2,0
2019,1,Atlético-MG,Avaí,2,1
2019,1,Chapecoense,Internacional,2,0
2019,1,Flamengo,Cruzeiro,3,1
2019,1,Grêmio,Santos,1,2
2019,1,Ceará,CSA,4,0
2019,1,Bahia,Corinthians,3,2
2019,1,Athletico-PR,Vasco,4,1
2019,1,Palmeiras,Fortaleza,4,0
2019,1,Fluminense,Goiás,0,1
2019,2,Internacional,Flamengo,2,1
2019,2,Corinthians,Chapecoense,1,0
2019,2,CSA,Palmeiras,1,1
2019,2,Cruzeiro,Ceará,1,0
2019,2,Avaí,Grêmio,1,1
2019,2,Fortaleza,Athletico-PR,2,1
2019,2,Vasco,Atlético-MG,1,2
2019,2,Goiás,São Paulo,1,2
2019,2,Santos,Fluminense,2,1
2019,2,Botafogo,Bahia,3,2
2019,3,Palmeiras,Internacional,1,0
2019,3,Vasco,Corinthians,1,1
2019,3,Ceará,Atlético-MG,1,2
2019,3,Chapecoense,Athletico-PR,1,1
2019,3,Cruzeiro,Goiás,2,1
2019,3,São Paulo,Flamengo,1,1
2019,3,Botafogo,Fortaleza,1,0
2019,3,CSA,Santos,0,0
2019,3,Grêmio,Fluminense,4,5
2019,3,Bahia,Avaí,1,0
2019,4,Fluminense,Botafogo,0,1
2019,4,Corinthians,Grêmio,0,0
2019,4,Goiás,Ceará,2,1
2019,4,Flamengo,Chapecoense,2,1
2019,4,Internacional,Cruzeiro,3,1
2019,4,Atlético-MG,Palmeiras,0,2
2019,4,Santos,Vasco,3,0
2019,4,Fortaleza,São Paulo,0,1
2019,4,Avaí,CSA,0,0
2019,4,Athletico-PR,Bahia,1,0
2019,5,Fluminense,Cruzeiro,4,1
2019,5,Atlético-MG,Flamengo,2,1
2019,5,Palmeiras,Santos,4,0
2019,5,São Paulo,Bahia,0,0
2019,5,Internacional,CSA,2,0
2019,5,Chapecoense,Fortaleza,1,3
2019,5,Goiás,Botafogo,1,0
2019,5,Athletico-PR,Corinthians,0,2
2019,5,Ceará,Grêmio,2,1
2019,5,Vasco,Avaí,1,1
2019,6,Botafogo,Palmeiras,0,1
2019,6,Grêmio,Atlético-MG,1,0
2019,6,Santos,Internacional,0,0
2019,6,Flamengo,Athletico-PR,3,2
2019,6,Cruzeiro,Chapecoense,1,2
2019,6,Fortaleza,Vasco,1,1
2019,6,Corinthians,São Paulo,1,0
2019,6,Bahia,Fluminense,3,2
2019,6,Avaí,Ceará,1,2
2019,6,CSA,Goiás,1,0
2019,7,Flamengo,Fortaleza,2,0
2019,7,Bahia,Grêmio,1,0
2019,7,Botafogo,Vasco,1,0
2019,7,Ceará,Santos,0,1
2019,7,São Paulo,Cruzeiro,1,1
2019,7,Athletico-PR,Fluminense,3,0
2019,7,Internacional,Avaí,2,0
2019,7,Atlético-MG,CSA,4,0
2019,7,Chapecoense,Palmeiras,1,2
2019,7,Corinthians,Goiás,2,0
2019,8,Vasco,Internacional,2,1
2019,8,Palmeiras,Athletico-PR,1,0
2019,8,Grêmio,Fortaleza,1,0
2019,8,Cruzeiro,Corinthians,0,0
2019,8,Ceará,Bahia,0,0
2019,8,Avaí,São Paulo,0,0
2019,8,Santos,Atlético-MG,3,1
2019,8,Fluminense,Flamengo,0,0
2019,8,CSA,Botafogo,1,2
2019,8,Goiás,Chapecoense,3,1
2019,9,Botafogo,Grêmio,0,1
2019,9,Fortaleza,Cruzeiro,2,1
2019,9,Internacional,Bahia,3,1
2019,9,Santos,Corinthians,1,0
2019,9,CSA,Flamengo,0,2
2019,9,Vasco,Ceará,1,0
2019,9,Atlético-MG,São Paulo,1,1
2019,9,Palmeiras,Avaí,2,0
2019,9,Chapecoense,Fluminense,1,1
2019,9,Goiás,Athletico-PR,2,1
2019,10,Grêmio,Vasco,2,1
2019,10,Fortaleza,Avaí,2,0
2019,10,São Paulo,Palmeiras,1,1
2019,10,Bahia,Santos,0,1
2019,10,Flamengo,Goiás,6,1
2019,10,Cruzeiro,Botafogo,0,0
2019,10,Corinthians,CSA,1,0
2019,10,Athletico-PR,Internacional,1,0
2019,10,Chapecoense,Atlético-MG,1,2
2019,10,Fluminense,Ceará,1,1
2019,11,Vasco,Fluminense,2,1
2019,11,Bahia,Cruzeiro,0,0
2019,11,Internacional,Grêmio,1,1
2019,11,Ceará,Palmeiras,2,0
2019,11,CSA,Athletico-PR,0,4
2019,11,Botafogo,Santos,0,1
2019,11,Atlético-MG,Fortaleza,2,2
